source,bias,factual_reporting
myheraldreview.com,right-center,high
heraldsun.com.au,right-center,mixed
hln.be,right-center,mixed
hidesertstar.com,right-center,high
hpenews.com,right-center,high
highrivertimes.com,right-center,high
timesgazette.com,right-center,high
thehindubusinessline.com,right-center,mixed
honestreporting.com,right-center,mixed
hoover.org,right-center,high
humanprogress.org,right-center,mixed
h-ponline.com,right-center,high
al.com,right-center,high
icitizen.com,right-center,mixed
idahostatejournal.com,right-center,high
iefimerida.gr,right-center,mixed
ilgiornale.it,right-center,mixed
amuedge.com,right-center,high
india.com,right-center,mixed
indiatimes.com,right-center,mixed
indiatoday.in,right-center,mixed
indiatvnews.com,right-center,mixed
inforum.com,right-center,high
interfax.ru,right-center,mixed
investortimes.com,right-center,mixed
itv.com,right-center,high
jamestownsun.com,right-center,high
jpost.com,right-center,mixed
jessaminejournal.com,right-center,high
jonesborosun.com,right-center,high
justfacts.com,right-center,mixed
foxkansas.com,right-center,high
foxsanantonio.com,right-center,high
wwmt.com,right-center,high
khaleejtimes.com,right-center,mixed
katu.com,right-center,high
katv.com,right-center,high
bakersfieldnow.com,right-center,high
kbsi23.com,right-center,high
fox4beaumont.com,right-center,high
siouxlandnews.com,right-center,high
kcby.com,right-center,high
abcstlouis.com,right-center,high
kdsm17.com,right-center,high
nbcmontana.com,right-center,high
kentuckynewera.com,right-center,high
keprtv.com,right-center,high
kfdm.com,right-center,high
kfoxtv.com,right-center,high
cbs2iowa.com,right-center,high
foxnebraska.com,right-center,high
khqa.com,right-center,high
kimatv.com,right-center,high
klewtv.com,right-center,high
kmph.com,right-center,high
nbc16.com,right-center,high
knewz.com,right-center,mixed
okcfox.com,right-center,high
komonews.com,right-center,high
fox42kptm.com,right-center,high
krcgtv.com,right-center,high
mynews4.com,right-center,high
foxreno.com,right-center,high
fox38corpuschristi.com,right-center,high
news3lv.com,right-center,high
ktul.com,right-center,high
ktvl.com,right-center,high
abc7amarillo.com,right-center,high
nebraska.tv,right-center,high
lagrangenews.com,right-center,high
nacion.com,right-center,mixed
lanacion.com.ar,right-center,high
valleytimes-news.com,right-center,high
lpheralddispatch.com,right-center,high
leducrep.com,right-center,high
lefigaro.fr,right-center,high
leicestermercury.co.uk,right-center,high
mycouriertribune.com,right-center,high
lbc.co.uk,right-center,mixed
standard.co.uk,right-center,mixed
lowndessignal.com,right-center,high
luvernejournal.com,right-center,high
the-messenger.com,right-center,high
malaymail.com,right-center,mixed
marginalrevolution.com,right-center,high
chronicle-tribune.com,right-center,high
marketwatch.com,right-center,high
frontiersman.com,right-center,high
mayfield-messenger.com,right-center,high
meaww.com,right-center,mixed
miamivalleytoday.com,right-center,high
mitchellrepublic.com,right-center,high
montrealgazette.com,right-center,high
moroccoworldnews.com,right-center,mixed
m24.ru,right-center,mixed
mynorthwest.com,right-center,high
nationalinterest.org,right-center,high
nationalpost.com,right-center,high
thecouriertimes.com,right-center,high
observer.com,right-center,high
nypost.com,right-center,mixed
news.com.au,right-center,mixed
newsweek.com,right-center,mixed
nhk.or.jp,right-center,high
nine.com.au,right-center,high
nwaonline.com,right-center,high
northwestsignal.net,right-center,high
nowentertainment.net,right-center,high
oaoa.com,right-center,high
oilprice.com,right-center,mixed
opposingviews.com,right-center,mixed
messenger-inquirer.com,right-center,high
paducahsun.com,right-center,high
paragoulddailypress.com,right-center,high
newsandsentinel.com,right-center,high
parkrapidsenterprise.com,right-center,high
prrecordgazette.com,right-center,high
perutribune.com,right-center,high
pinchercreekecho.com,right-center,high
mydailyregister.com,right-center,high
mydailysentinel.com,right-center,high
portsmouth-dailytimes.com,right-center,high
prime9ja.com.ng,neutral,mixed
pdclarion.com,right-center,high
rasmussenreports.com,right-center,high
realclearmarkets.com,right-center,mixed
realclearpolitics.com,right-center,mixed
reason.com,right-center,high
rochsent.com,right-center,high
couriernews.com,right-center,high
scoperatings.com,right-center,mixed
thedailycitizen.com,right-center,high
selmatimesjournal.com,right-center,high
shelbynews.com,right-center,high
sprucegroveexaminer.com,right-center,high
tabletmag.com,right-center,mixed
tallasseetribune.com,right-center,high
taxfoundation.org,right-center,high
theamericanconservative.com,right-center,mixed
theaustralian.com.au,right-center,mixed
thebulwark.com,right-center,high
chosun.com,right-center,mixed
thedickinsonpress.com,right-center,high
thedispatch.com,right-center,high
elkharttruth.com,right-center,high
theglobeandmail.com,right-center,high
thenews.com.pk,right-center,mixed
theobjectivestandard.com,right-center,high
oklahoman.com,right-center,high
pantagraph.com,right-center,high
post-journal.com,right-center,high
pe.com,right-center,high
tribtown.com,right-center,high
spectator.co.uk,right-center,mixed
spectator.us,right-center,mixed
spectatorworld.com,right-center,mixed
standardmedia.co.ke,right-center,mixed
straitstimes.com,right-center,mixed
thestreet.com,right-center,high
theitem.com,right-center,high
thetimesherald.com,right-center,high
indiatimes.com,right-center,mixed
thetimes.co.uk,right-center,high
washingtoninstitute.org,right-center,mixed
thewest.com.au,right-center,high
winchesterstar.com,right-center,high
yomiuri.co.jp,right-center,high
times-georgian.com,right-center,high
tnonline.com,right-center,high
timeslive.co.za,right-center,mixed
thenationaldesk.com,right-center,high
toledoblade.com,right-center,high
tovima.gr,right-center,mixed
transparentcalifornia.com,right-center,mixed
tribunnews.com,right-center,mixed
troymessenger.com,right-center,high
tulsaworld.com,right-center,high
tylerpaper.com,right-center,high
unherd.com,right-center,mixed
valuewalk.com,right-center,mixed
vancouversun.com,right-center,high
vaticannews.va,right-center,high
villages-news.com,right-center,high
suncommercial.com,right-center,high
wabashplaindealer.com,right-center,high
wach.com,right-center,high
wsj.com,right-center,mixed
recordherald.com,right-center,high
thecentersquare.com,right-center,mixed
rep-am.com,right-center,high
foxbaltimore.com,right-center,high
abc3340.com,right-center,high
wchstv.com,right-center,high
abcnews4.com,right-center,high
wcti12.com,right-center,high
wcyb.com,right-center,high
foxlexington.com,right-center,high
weartv.com,right-center,high
wctrib.com,right-center,high
nbc25news.com,right-center,high
wfxl.com,right-center,high
wgme.com,right-center,high
upnorthlive.com,right-center,high
wgxa.tv,right-center,high
13wham.com,right-center,high
local21news.com,right-center,high
newschannel20.com,right-center,high
sungazette.com,right-center,high
news-herald.com,right-center,high
wnewsj.com,right-center,high
winchestersun.com,right-center,high
windsorstar.com,right-center,high
wjactv.com,right-center,high
turnto10.com,right-center,high
wjla.com,right-center,high
dayton247now.com,right-center,high
local12.com,right-center,high
wlos.com,right-center,high
fox11online.com,right-center,high
mycbs4.com,right-center,high
nbc24.com,right-center,high
news4sanantonio.com,right-center,high
fox56.com,right-center,high
dglobe.com,right-center,high
wpde.com,right-center,high
cbs12.com,right-center,high
fox23maine.com,right-center,high
wpgh53.com,right-center,high
mynbc15.com,right-center,high
dayton247now.com,right-center,high
foxrichmond.com,right-center,high
wsbt.com,right-center,high
wset.com,right-center,high
cnycentral.com,right-center,high
fox28media.com,right-center,high
wtov9.com,right-center,high
myfox28columbus.com,right-center,high
newschannel9.com,right-center,high
foxchattanooga.com,right-center,high
wtwc40.com,right-center,high
foxrochester.com,right-center,high
wutv29.com,right-center,high
wvah.com,right-center,high
wcyb.com,right-center,high
fox17.com,right-center,high
xeniagazette.com,right-center,high
yankeeinstitute.org,right-center,high
yna.co.kr,right-center,mixed
zebrafactcheck.com,right-center,high
2ndvote.com,right,mixed
abort73.com,right,mixed
academia.org,right,mixed
aim.org,right,mixed
acton.org,right,mixed
ac2news.com,right,mixed
aish.com,right,mixed
albertapressleader.ca,right,mixed
amac.us,right,mixed
a1apac.org,right,mixed
americarisingpac.org,right,mixed
aclj.org,right,mixed
americanconsequences.com,right,mixed
conservative.org,right,mixed
aei.org,right,mixed
americansforprosperity.org,right,mixed
afpc.org,right,mixed
amgreatness.com,right,mixed
americanjournaldaily.com,right,mixed
alec.org,right,mixed
spectator.org,right,mixed
amimagazine.org,right,mixed
ammoland.com,right,mixed
aa.com.tr,right,mixed
arizonadailyindependent.com,right,mixed
armstrongeconomics.com,right,mixed
asianews.it,right,mixed
aina.org,right,mixed
badgerinstitute.org,right,mixed
bearingarms.com,right,mixed
beliefnet.com,right,mixed
blabber.buzz,right,mixed
policetribune.com,right,mixed
boundingintocomics.com,right,mixed
brownstone.org,right,mixed
c2cjournal.ca,right,mixed
calgarysun.com,right-center,mixed
campaignlifecoalition.com,right,mixed
campusreform.org,right,mixed
capitalresearch.org,right,mixed
freedomandprosperity.org,right,mixed
americanexperiment.org,right,mixed
chicksonright.com,right,mixed
cc.org,right,mixed
christianheadlines.com,right,mixed
christiannewsalerts.com,right,mixed
christianpost.com,right,mixed
christiantoday.com,right,mixed
chroniclesmagazine.org,right,mixed
citizenfreepress.com,right,mixed
cagw.org,right,mixed
citizensunited.org,right,mixed
city-journal.org,right,mixed
nccivitas.org,right,mixed
claremont.org,right,mixed
commentarymagazine.com,right,mixed
conservativebrief.com,right,mixed
conservativefighters.co,right,mixed
conservativehome.com,right-center,high
conservativehq.org,right,mixed
conservativeinstitute.org,right,mixed
conservativeopinion.com,right,mixed
cpi.org,right,mixed
conservativereview.com,right,mixed
crimeresearch.org,right,mixed
crisismagazine.com,right,mixed
dailycaller.com,right,mixed
express.co.uk,right,mixed
dailysignal.com,right,mixed
telegraph.co.uk,right,mixed
dcenquirer.com,right,mixed
dailytorch.com,right,high
dennismichaellynch.com,right,mixed
telegraaf.nl,right,mixed
disrn.com,right,mixed
teamdml.com,right,mixed
donaldjtrump.com,right,low
epnewsleader.com,right,mixed
economicpolicyjournal.com,right,high
egypttoday.com,right,mixed
energycitizens.org,right,mixed
eppc.org,right,mixed
erlc.com,right,mixed
explainamerica.com,right,mixed
factsandlogic.org,right,mixed
faithwire.com,right,mixed
fakehatecrimes.org,right,mixed
fedsoc.org,right,mixed
firstthings.com,right,mixed
floridadaily.com,right,mixed
fdd.org,right,high
freerepublic.com,right,mixed
freedomworks.org,right-center,mixed
ff.org,right,mixed
fff.org,right,mixed
getreligion.org,right,mixed
g-a-i.org,right,mixed
grabien.com,right,mixed
order-order.com,right,mixed
heritage.org,right,mixed
hotair.com,right,mixed
hudson.org,right,high
humanevents.com,right,mixed
hurriyet.com.tr,right,mixed
ibleedredwhiteblue.com,right,mixed
illinoispolicy.org,right,mixed
hillsdale.edu,right,mixed
ijr.com,right,mixed
iwf.org,right,mixed
influencewatch.org,right,high
issuesinsights.com,right,mixed
jewishpolicycenter.org,right,high
krone.at,right,mixed
latestly.com,right,mixed
lawliberty.org,right,high
lawenforcementtoday.com,right,mixed
journaldemontreal.com,right,mixed
mediacircus.com,right,mixed
mrc.org,right,mixed
mediarightnews.com,right,mixed
mercatornet.com,right,mixed
milliyet.com.tr,right,mixed
mises.org,right,mixed
ncregister.com,right,mixed
nationalcenter.org,right,mixed
nfrw.org,right,mixed
newbostonpost.com,right,mixed
newsbusters.org,right,mixed
newspageindex.com,right,mixed
nysun.com,right,high
ngo-monitor.org,right,mixed
notthebee.com,right,high
offgridsurvival.com,right,mixed
oneangrygamer.net,right,mixed
opslens.com,right,mixed
outkick.com,right-center,mixed
pantsonfirenews.com,right,mixed
quadrant.org.au,right,mixed
rd.com,right,mixed
americasvoice.news,right,mixed
redstate.com,right,mixed
rightandfree.com,right,mixed
ronpaullibertyreport.com,right,mixed
sabah.com.tr,right,mixed
newspress.com,right,mixed
shorenewsnetwork.com,right,mixed
skynews.com.au,right,mixed
sonorannews.com,right,mixed
sonsof1776.com,right,mixed
tampafp.com,right,mixed
tatumreport.com,right,mixed
tenthamendmentcenter.com,right,mixed
adelaidenow.com.au,right,mixed
americafirstpolicy.com,right,mixed
dailytelegraph.com.au,right,mixed
dailywire.com,right,mixed
thefirsttv.com,right,mixed
theflstandard.com,right,mixed
thegreggjarrett.com,right,mixed
thehonestpatriot.net,right,mixed
theleoterrell.com,right,mixed
econlib.org,right,mixed
thenationalherald.com,right,mixed
thenewamerican.com,right,mixed
patriotpost.us,right,mixed
thepostmillennial.com,right,mixed
thestar.com,right,mixed
thesun.co.uk,right,mixed
thetexan.news,right,mixed
thetruthaboutguns.com,right,mixed
the-sun.com,right,mixed
timcast.com,right,mixed
torontosun.com,right,mixed
mydailyfreedom.com,right,mixed
tnc.news,right,mixed
trtworld.com,right,mixed
twitchy.com,right,mixed
unwatch.org,right,mixed
valuetainment.com,right,mixed
washingtonexaminer.com,right,mixed
freebeacon.com,right,mixed
watchdogreport.org,right,mixed
weaselzippers.us,right,mixed
westernstandard.news,right,mixed
wikiislam.net,right,mixed
wng.org,right,mixed
yellowhammernews.com,right,high
yaf.org,right,mixed
freeworldnews.tv,right,low
21stcenturywire.com,right,mixed
79days.news,right,low
911truth.org,right,low
abovetopsecret.com,right,low
acallforanuprising.com,right,low
ageofautism.com,right,low
amtvmedia.com,right,low
alternativenews.com,right,low
altleft.news,right,low
americanfreepress.net,right,low
aim4truth.org,right,low
amg-news.com,right,low
americanpolicy.org,right,low
americasfrontlinedoctors.com,right,low
answersingenesis.org,right,low
askingangels.com,right,low
australiannationalreview.com,right,low
banned.video,right,low
beholdisrael.org,right,mixed
bestnewshere.com,right,low
biggovernment.news,right,low
biodefense.com,right,low
biotechexpressmag.com,right,low
blckbx.tv,right,low
bonsens.info,right,low
brandnewtube.com,right,low
brighteon.com,right,low
bugout.news,right,low
campusinsanity.com,right,low
cancer.news,right,low
catholic.org,right,mixed
childrenshealthdefense.org,right,low
chlorellafactor.com,right,low
carm.org,right,low
cbn.com,right,mixed
creation.com,right,low
christianscience.com,right,low
legitgov.org,right,mixed
climatedepot.com,right,mixed
climate.news,right,low
cnnsofake.news,right,low
collapse.news,right,low
cfact.org,right,low
consciouslifenews.com,left,mixed
conspiracydailyupdate.com,right,low
consumerwellness.org,right,low
counterthink.com,right,low
creationwiki.org,right,low
dailyclout.io,right,low
dailysceptic.org,right,low
diedsuddenly.info,right,low
discovery.org,right,low
doctoroz.com,right,mixed
ecology.news,right,low
eluxemagazine.com,left,mixed
ewg.org,left,mixed
escapeallthesethings.com,right,low
eugenics.news,right,low
europereloaded.com,right,low
faithit.com,right,mixed
food.news,right,low
thefreethoughtproject.com,left,low
freedomadvocates.org,right,low
freedomainradio.com,right,low
freedom.news,right,low
friendsofscience.org,right,mixed
covid19criticalcare.com,right,low
gender.news,right,low
geoengineering.news,right,low
glitch.news,right,low
gmwatch.org,left,mixed
godlikeproductions.com,right,low
gotquestions.org,right,low
govtslaves.com,right,low
greenpeace.org,left,mixed
healingfoodreference.com,right,low
healthimpactnews.com,right,low
health.news,right,low
healthnutnews.com,right,low
healthrangerreport.com,right,low
savethemales.ca,right,low
herbreference.com,right,low
humansarefree.com,right,low
infiniteunknown.net,right,low
informationclearinghouse.info,left,mixed
infowars.com,right,low
ingredients.news,right,low
theirishsentinel.com,right,low
israel365news.com,right,mixed
joebiden.news,right,low
leftcult.com,right,low
lesmoutonsrebelles.com,right,low
liberty.news,right,low
libertyplanets.com,right,low
libtards.news,right,low
littlethings.com,left,mixed
liveaction.org,right,mixed
medicalcensorship.com,right,low
medicalkidnap.com,right,low
nationalfile.com,right,low
nationalsecurity.news,right,low
naturalmedicine.news,right,low
naturalnews.com,right,low
naturalnewsblogs.com,right,low
naturalnewsradio.com,right,low
naturalpedia.com,right,low
nomorefakenews.com,right,low
notrickszone.com,right,low
nutrientreference.com,right,low
pandemic.news,right,low
patriots4truth.org,right,low
paulcraigroberts.org,right,low
peta.org,left,mixed
pollution.news,right,low
pressfortruth.ca,right,mixed
principia-scientific.org,right,low
pdmj.org,right,low
randpaul.news,right,low
realclimatescience.com,right,low
redpillpodcasts.com,right,low
science.news,right,low
snopes.news,right,low
southfront.org,right,low
supplementreference.com,right,low
talknetwork.com,right,low
technocracy.news,right,low
healthranger.com,right,low
thehealthyamerican.org,right,low
newnationalist.net,right,low
stream.org,right,mixed
thetrumpet.com,right,mixed
thetruthaboutcancer.com,right,low
thoughtcrimeradio.net,right,low
thriveglobal.com,left,mixed
treason.news,right,low
trunews.com,right,low
truth11.com,right,low
twisted.news,right,low
ukcolumn.org,right,low
usawatchdog.com,right,low
vaccineimpact.com,right,low
vaccines.news,right,low
vactruth.com,right,low
vaxxter.com,right,low
vigilantcitizen.com,right,low
votefraud.news,right,low
wearechange.org,right,mixed
whatdoesitmean.com,right,low
whitehouse.news,right,low
wikispooks.com,right,mixed
winterwatch.net,right,low
worldaffairsbrief.com,right,low
worldcouncilforhealth.org,right,low
worldtruth.tv,right,low
worldviewweekend.com,right,low
x22report.com,right,low
zerohedge.com,right,low
secondamendmentdaily.com,right,low
100percentfedup.com,right,low
24jours.com,right-center,low
us24news.com,right,low
avoiceformen.com,right,low
acting-man.com,right,mixed
elizabethjohnston.org,right,low
adareporter.com,right-center,mixed
adamscountytimes.com,right-center,mixed
alarabiya.net,right-center,mixed
albanystandard.com,right-center,mixed
albawaba.com,right-center,mixed
allnewspipeline.com,right-center,low
adflegal.org,right,low
almanar.com.lb,right-center,mixed
almasdarnews.com,right,mixed
alohastatenews.com,right-center,mixed
youm7.com,right-center,mixed
americamaxnews.com,right,low
americaoutloud.com,right,low
americanactionnews.com,right,mixed
americancatholictribune.com,right-center,mixed
acpeds.org,right,low
afa.net,right,low
afn.net,right,low
americasfreedomfighters.com,right,low
americangulag.org,right,low
americanlibertyemail.com,right,low
americanlookout.com,right,low
americanpartisan.org,right,low
americanpatriotdaily.com,right,low
americanpeopledaily.com,right,low
americanprinciplesproject.org,right,low
amren.com,right,low
tfp.org,right,low
americanthinker.com,right,low
awm.com,right,mixed
americansfortruth.com,right,low
americasnewssource.com,right,low
amestoday.com,right-center,mixed
amoskeagtimes.com,left-center,mixed
analyzingamerica.org,right,mixed
andersonreporter.com,right-center,mixed
annarbortimes.com,right-center,mixed
annearundeltoday.com,right-center,mixed
anokatimes.com,right-center,mixed
anonymouswire.com,right,low
antelopevalleytoday.com,right-center,mixed
arabnews.com,right-center,mixed
arizonaindependent.com,left,mixed
aroostooknews.com,right-center,mixed
aapsonline.org,right,low
athensreporter.com,right-center,mixed
atlstandard.com,right-center,mixed
auburntimes.com,right-center,mixed
augustarichmondherald.com,left-center,mixed
baldwintimes.com,right-center,mixed
baltimorecitywire.com,right-center,mixed
barenakedislam.com,right,low
basnews.com,left,mixed
batonrougereporter.com,right-center,mixed
battlecreektimes.com,right-center,mixed
baystatenews.com,right-center,mixed
bb4sp.com,right,low
bbarta24.net,left-center,mixed
bdnews24.com,left-center,mixed
beachbroadcastnews.com,right,low
beantowntimes.com,right-center,mixed
beckernews.com,right,low
beforeitsnews.com,right,low
bjreview.com,left-center,mixed
bentontimes.com,right-center,mixed
bigislandtimes.com,right-center,mixed
bigleaguepolitics.com,right,low
billionbibles.org,right,low
bipartisanreport.com,left,low
bitchute.com,right,low
blackeyepolitics.com,right,low
blackgenocide.org,right,low
blacknews.com,left,mixed
blackpigeonspeaks.com,right,low
bloomingtonleader.com,right-center,mixed
bluegrasstimes.com,right-center,mixed
bluestatebluesnews.com,right,mixed
boisecitywire.com,right-center,mixed
bongino.com,right,mixed
bostonbroadside.com,right,mixed
bowlinggreentoday.com,right-center,mixed
bossip.com,left,mixed
bransontimes.com,right-center,mixed
breakingchristiannews.com,right,low
breitbart.com,right,mixed
brevardsun.com,right-center,mixed
bridgeporttimes.com,right-center,mixed
bristolreporter.com,right-center,mixed
britainfirst.org,right,low
buckscountystandard.com,left-center,mixed
caixinglobal.com,right-center,mixed
caldronpool.com,right,mixed
canadafreepress.com,right,low
capecodledger.com,right-center,mixed
micapitolnews.com,right-center,mixed
capemonews.com,right-center,mixed
capstonereport.com,right,low
carbondalereporter.com,right-center,mixed
azcatholictribune.com,right-center,mixed
flcatholictribune.com,right-center,mixed
micatholictribune.com,right-center,mixed
mncatholictribune.com,right-center,mixed
pacatholictribune.com,right-center,mixed
wicatholictribune.com,right-center,mixed
cctv.com,left-center,mixed
cdareporter.com,right-center,mixed
cedarrapidstoday.com,right-center,mixed
trueactivist.com,left,low
centerforsecuritypolicy.org,right,mixed
centralbrowardnews.com,right-center,mixed
centralcoloradonews.com,right-center,mixed
centralfloridapost.com,right,low
centralgeorgianews.com,right-center,mixed
centralidahotimes.com,right-center,mixed
centraliowatimes.com,right-center,mixed
centrallouisiananews.com,right-center,mixed
centralmissourinews.com,right-center,mixed
centraloctimes.com,right-center,mixed
centralpatimes.com,left-center,mixed
centralstlnews.com,right-center,mixed
chambanasun.com,right-center,mixed
chicagocitywire.com,right-center,mixed
chicotimes.com,right-center,mixed
chinadaily.com.cn,left,mixed
cgtn.com,left-center,mixed
christianaction.org,right,low
churchmilitant.com,right,mixed
citizensjournal.us,right,mixed
clarionproject.org,right,low
claycotimes.com,right-center,mixed
clayreporter.com,right-center,mixed
cloverchronicle.com,right,low
cnsnews.com,right,low
coachellatoday.com,right-center,mixed
coastalganews.com,right-center,mixed
cobbnewsga.com,left-center,mixed
cobbreporter.com,right-center,mixed
coconinonews.com,right-center,mixed
columbiamonews.com,right-center,mixed
colonews.org,left-center,mixed
columbusstandard.com,right-center,mixed
cei.org,right,low
concernedwomen.org,right,low
conservapedia.com,right,mixed
conservativeammo.com,right,low
conservativebeaver.com,right,low
conservativedailynews.com,right,mixed
conservativedailypost.com,right,low
conservativefiringline.com,right,low
conservativefreepress.com,right,low
conservativematrix.com,right,mixed
conservativeplaylist.com,right,low
facebook.com,right,low
conservativepost.com,right,low
conservativerevival.com,right,low
westernjournal.com,right,low
conservativeundergroundnews.com,right,mixed
constitutionstatenews.com,right-center,mixed
corona-transition.org,right,low
cair.com,right-center,mixed
councilforthenationalinterest.org,left-center,mixed
conservative-headlines.org,right,low
creativedestructionmedia.com,right,low
culturewatchnews.com,right,mixed
dagospia.com,right,low
focusonthefamily.com,right,low
dailyheadlines.net,right,low
dailymail.co.uk,right,low
dailypoliticalnewswire.com,right,low
dailystar.co.uk,right-center,mixed
stormer-daily.rw,right,low
dakotatimes.com,right-center,mixed
davidharrisjr.com,right,low
dcdirtylaundry.com,right,low
debka.com,right,mixed
decaturtimes.com,right-center,mixed
deepleftfield.info,left,mixed
deepstatejournal.com,right,low
defconnews.com,right,low
defendingtherepublic.org,right,low
defiantamerica.com,right,low
dekalbganews.com,right-center,mixed
dekalbtimes.com,right-center,mixed
delawarevalleysun.com,left-center,mixed
democrats.org,left,mixed
denvercitywire.com,right-center,mixed
deplorablekel.com,right,low
desmoinessun.com,right-center,mixed
desantisdaily.com,right,mixed
detroitcitywire.com,right-center,mixed
diamondandsilkinc.com,right,low
disclose.tv,right,mixed
discoverthenetworks.org,right,low
djhjmedia.com,right,low
dnyuz.com,right-center,mixed
downeasttimes.com,right-center,mixed
downrivertoday.com,right-center,mixed
dubuquetimes.com,right-center,mixed
dupagepolicyjournal.com,right-center,mixed
duvaltimes.com,right-center,mixed
eastalamedanews.com,right-center,mixed
eastarapahoenews.com,right-center,mixed
eastarizonanews.com,right-center,mixed
ecalabamanews.com,right-center,mixed
eastcentralreporter.com,right-center,mixed
eastcontracostanews.com,right-center,mixed
easthillsboroughnews.com,right-center,mixed
eastidahotimes.com,right-center,mixed
eastindynews.com,right-center,mixed
eciowanews.com,right-center,mixed
eastkentuckytimes.com,right-center,mixed
eastlittlerocktimes.com,right-center,mixed
eastlouisvillenews.com,right-center,mixed
eastmichigannews.com,right-center,mixed
eastpanhandlenews.com,right-center,mixed
eastpennyroyalnews.com,right-center,mixed
eastsandiegonews.com,right-center,mixed
eastsbvtimes.com,right-center,mixed
eastsfvtoday.com,right-center,mixed
eastsierranews.com,right-center,mixed
easttwincities.com,right-center,mixed
eastventuranews.com,right-center,mixed
eastvolusianews.com,right-center,mixed
eastwichitatimes.com,right-center,mixed
easternwaynetoday.com,right-center,mixed
echocheck.org,right,low
ecgeorgianews.com,right-center,mixed
ecindiananews.com,right-center,mixed
eckansasnews.com,right-center,mixed
ecmissnews.com,right-center,mixed
elizabethtowntimes.com,right-center,mixed
elkharttimes.com,right-center,mixed
emeraldcoasttimes.com,right-center,mixed
emirates247.com,right-center,mixed
en-volve.com,right,low
endthefed.org,right,low
europe-israel.org,right,mixed
everetttimes.com,left-center,mixed
everytownresearch.org,left,mixed
evil.news,right,low
factcheckingturkey.com,right,mixed
frc.org,right,low
familysurvivalheadlines.com,right,mixed
farsnews.ir,left-center,mixed
dissident-mag.com,right,low
fayettevillestandard.com,right-center,mixed
federalistpress.com,right,mixed
femalista.com,left,mixed
filmingcops.com,left,mixed
fireboebert.com,left,mixed
firststatetimes.com,right-center,mixed
fl24.net,right,mixed
flagandcross.com,right,mixed
thecareerbd.com,right-center,mixed
floridaparishnews.com,right-center,mixed
conservativeglobe.com,right,low
fortsmithtimes.com,right-center,mixed
foxnews.com,right,mixed
frankspeech.com,right,low
freedomfirstnetwork.com,right,low
freedomnewsreport.com,right,mixed
freedomproject.com,right,low
freewestmedia.com,right,mixed
fresnoleader.com,right-center,mixed
friatider.se,right,low
frontpagemag.com,right,low
ftwaynetimes.com,right-center,mixed
gab.com,right,low
gadsdentoday.com,right-center,mixed
galesburgreporter.com,right-center,mixed
gatestoneinstitute.org,right,mixed
gbnews.uk,right,mixed
gellerreport.com,right,low
gemstatewire.com,right-center,mixed
geneseenews.com,right-center,mixed
genzconservative.com,right,mixed
geologyin.com,neutral,high
georgiamountainnews.com,right-center,mixed
gettr.com,right,low
ghost.report,right,mixed
girlsjustwannahaveguns.com,right,low
gnews.org,right,low
goldcountrytoday.com,right-center,mixed
goldenstatetoday.com,right-center,mixed
gopdailybrief.com,right,mixed
gop.gov,right,mixed
gopusa.com,right,mixed
grandcanyontimes.com,right-center,mixed
grandjunctiontimes.com,right-center,mixed
grandrapidsminews.com,left-center,mixed
grandrapidsreporter.com,right-center,mixed
granma.cu,left,mixed
greatamericandaily.com,right,low
greatlakeswire.com,right-center,mixed
greatreject.org,right,low
gript.ie,right,mixed
grundyreporter.com,right-center,mixed
grunge.com,left-center,mixed
gtrtimes.com,right-center,mixed
gucmakale.com,left,mixed
gulfnews.com,right,mixed
hagmannreport.com,right,low
halturnerradioshow.com,right,low
hannity.com,right,low
harfordnews.com,right-center,mixed
hartfordreporter.com,right-center,mixed
hawarnews.org,left,low
hawkeyereporter.com,right-center,mixed
headlineusa.com,right,mixed
headtopics.com,left-center,mixed
hendersontimes.org,left-center,mixed
hereistheevidence.com,right,low
hernandoreporter.com,right-center,mixed
heartland.org,right,low
hindustantimes.com,left-center,mixed
hoggwatch.com,right,low
honolulureporter.com,right-center,mixed
hollandreporter.com,right-center,mixed
hoosierstatetoday.com,right-center,mixed
hopkinsvilletimes.com,right-center,mixed
hotspringstimes.com,right-center,mixed
houmathibodauxnews.com,right-center,mixed
housatonicvalleynews.com,right-center,mixed
howardconews.com,right-center,mixed
huntsvilleleader.com,right-center,mixed
hutchtoday.com,right-center,mixed
iharare.com,left,mixed
ihatethemedia.com,right,low
ihypocrite.net,right,mixed
illegalaliencrimereport.com,right,mixed
illicitinfo.com,right,low
illinoisvalleytimes.com,right-center,mixed
imperialcanews.com,right-center,mixed
infogalactic.com,right,low
independentsentinel.com,right,low
indystandard.com,right-center,mixed
informationliberation.com,right,low
informer.rs,right,mixed
infoscum.com,left-center,mixed
interioralaskanews.com,right-center,mixed
iowacitytoday.com,right-center,mixed
jacksonpurchasenews.com,right-center,mixed
jeffcitynews.com,right-center,mixed
jeffcotimes.com,right-center,mixed
jeffersonreporter.com,right-center,mixed
jocotoday.com,right-center,mixed
jbs.org,right,low
jonesborotimes.com,right-center,mixed
jordanbpeterson.com,right,mixed
judicialwatch.org,right,low
justthenews.com,right,mixed
kalamazootimes.com,right-center,mixed
kanecountyreporter.com,right-center,mixed
kankakeetimes.com,right-center,mixed
katehon.com,right,low
kauaisun.com,right-center,mixed
kcreporter.com,right-center,mixed
kendallcountytimes.com,right-center,mixed
kentcountytoday.com,right-center,mixed
